0.090000,1.166252,1.166712,2.000000
0.190000,1.318767,1.318352,2.000000
0.290000,1.443383,1.442728,2.000000
0.390000,1.545204,1.542183,2.000000
0.490000,1.628398,1.627700,2.000000
0.590000,1.696374,1.697331,2.000000
0.690000,1.751916,1.752605,2.000000
0.790000,1.797297,1.795343,2.000000
0.890000,1.834377,1.834235,2.000000
0.990000,1.864674,1.864534,2.000000
1.090000,1.889429,1.888529,2.000000
1.190000,1.909655,1.908975,2.000000
1.290000,1.926182,1.925061,2.000000
1.390000,1.939685,1.940112,2.000000
1.490000,1.950718,1.952366,2.000000
1.590000,1.959733,1.961866,2.000000
1.690000,1.967099,1.966030,2.000000
1.790000,1.973118,1.973913,2.000000
1.890000,1.978035,1.978069,2.000000
1.990000,1.982053,1.981991,2.000000
2.090000,1.985336,1.985355,2.000000
2.190000,1.988019,1.987578,2.000000
2.290000,1.990210,1.990386,2.000000
2.390000,1.992001,1.993158,2.000000
2.490000,1.993464,1.993587,2.000000
2.590000,1.994660,1.993417,2.000000
2.690000,1.995637,1.995461,2.000000
2.790000,1.996435,1.998696,2.000000
2.890000,1.997087,1.996351,2.000000
2.990000,1.997620,1.995869,2.000000
3.090000,1.998055,1.998938,2.000000
3.190000,1.998411,1.998753,2.000000
3.290000,1.998702,1.999161,2.000000
3.390000,1.998939,2.000345,2.000000
3.490000,1.999133,1.999312,2.000000
3.590000,1.999292,1.999190,2.000000
3.690000,1.999421,1.997847,2.000000
3.790000,1.999527,2.001341,2.000000
3.890000,1.999614,1.999192,2.000000
3.990000,1.999684,1.998614,2.000000
4.090000,1.999742,1.999670,2.000000
4.190000,1.999789,2.000234,2.000000
4.290000,1.999828,1.999744,2.000000
4.390000,1.999859,2.000518,2.000000
4.490000,1.999885,1.999675,2.000000
4.590000,1.999906,2.000897,2.000000
4.690000,1.999923,2.001366,2.000000
4.790000,1.999937,2.000053,2.000000
4.890000,1.999949,1.999064,2.000000
4.990000,1.999958,1.999580,2.000000
5.090000,1.850729,1.850036,1.000000
5.190000,1.695107,1.694255,1.000000
5.290000,1.567953,1.567351,1.000000
5.390000,1.464059,1.463265,1.000000
5.490000,1.379170,1.379356,1.000000
5.590000,1.309810,1.309996,1.000000
5.690000,1.253137,1.252122,1.000000
5.790000,1.206831,1.207775,1.000000
5.890000,1.168996,1.169576,1.000000
5.990000,1.138082,1.138334,1.000000
6.090000,1.112823,1.113322,1.000000
6.190000,1.092185,1.091312,1.000000
6.290000,1.075322,1.074992,1.000000
6.390000,1.061543,1.062654,1.000000
6.490000,1.050285,1.050937,1.000000
6.590000,1.041087,1.041624,1.000000
6.690000,1.033571,1.034745,1.000000
6.790000,1.027430,1.027451,1.000000
6.890000,1.022412,1.023008,1.000000
6.990000,1.018312,1.019025,1.000000
7.090000,1.014963,1.013813,1.000000
7.190000,1.012226,1.010923,1.000000
7.290000,1.009989,1.009164,1.000000
7.390000,1.008162,1.007080,1.000000
7.490000,1.006669,1.007451,1.000000
7.590000,1.005449,1.005625,1.000000
7.690000,1.004452,1.005918,1.000000
7.790000,1.003638,1.002847,1.000000
7.890000,1.002972,1.001258,1.000000
7.990000,1.002429,1.002542,1.000000
8.090000,1.001984,1.001531,1.000000
8.190000,1.001621,1.002560,1.000000
8.290000,1.001325,1.001561,1.000000
8.390000,1.001082,1.001493,1.000000
8.490000,1.000884,1.000206,1.000000
8.590000,1.000723,0.998277,1.000000
8.690000,1.000590,1.001322,1.000000
8.790000,1.000482,1.000432,1.000000
8.890000,1.000394,1.000582,1.000000
8.990000,1.000322,1.000441,1.000000
9.090000,1.000263,0.999289,1.000000
9.190000,1.000215,0.999906,1.000000
9.290000,1.000176,0.998871,1.000000
9.390000,1.000144,1.001008,1.000000
9.490000,1.000117,0.999879,1.000000
9.590000,1.000096,0.998412,1.000000
9.690000,1.000078,0.998310,1.000000
9.790000,1.000064,1.000846,1.000000
9.890000,1.000052,1.000327,1.000000
9.990000,1.000043,1.000925,1.000000
10.090000,1.298509,1.297443,3.000000
10.190000,1.609758,1.609355,3.000000
10.290000,1.864071,1.865404,3.000000
10.390000,2.071863,2.071551,3.000000
10.490000,2.241645,2.242554,3.000000
10.590000,2.380369,2.379544,3.000000
10.690000,2.493716,2.493956,3.000000
10.790000,2.586329,2.586893,3.000000
10.890000,2.662001,2.662929,3.000000
10.990000,2.723830,2.724788,3.000000
11.090000,2.774349,2.772045,3.000000
11.190000,2.815627,2.813875,3.000000
11.290000,2.849354,2.850060,3.000000
11.390000,2.876911,2.877302,3.000000
11.490000,2.899427,2.900316,3.000000
11.590000,2.917825,2.916939,3.000000
11.690000,2.932857,2.932703,3.000000
11.790000,2.945139,2.946208,3.000000
11.890000,2.955175,2.954990,3.000000
11.990000,2.963374,2.963938,3.000000
12.090000,2.970074,2.971119,3.000000
12.190000,2.975548,2.975138,3.000000
12.290000,2.980021,2.980943,3.000000
12.390000,2.983676,2.982899,3.000000
12.490000,2.986662,2.986242,3.000000
12.590000,2.989102,2.989642,3.000000
12.690000,2.991096,2.989476,3.000000
12.790000,2.992724,2.993327,3.000000
12.890000,2.994055,2.993587,3.000000
12.990000,2.995143,2.996481,3.000000
13.090000,2.996031,2.992903,3.000000
13.190000,2.996757,2.998252,3.000000
13.290000,2.997350,2.996855,3.000000
13.390000,2.997835,2.996593,3.000000
13.490000,2.998231,2.998949,3.000000
13.590000,2.998555,2.998566,3.000000
13.690000,2.998819,3.000474,3.000000
13.790000,2.999035,2.998434,3.000000
13.890000,2.999212,2.997550,3.000000
13.990000,2.999356,2.998768,3.000000
14.090000,2.999474,2.999503,3.000000
14.190000,2.999570,3.001167,3.000000
14.290000,2.999649,2.999602,3.000000
14.390000,2.999713,2.997716,3.000000
14.490000,2.999765,2.999762,3.000000
14.590000,2.999808,2.999604,3.000000
14.690000,2.999843,2.999626,3.000000
14.790000,2.999872,3.001775,3.000000
14.890000,2.999895,2.999124,3.000000
14.990000,2.999915,2.998242,3.000000
